ConfirmFirstMeasureToSideOfTable()
Table measured at :97
ConfirmFirstMeasureToSideOfTable() - done
MoveTableToScanStartPosition()
Moving table to upper limit
Moving table to upper limit - done
MoveTableToScanStartPosition() - done
Press confirm to begin scan?
PerformScan
Revolution 0
43:9 touched True steps 490
43:10 touched False steps 490
43:11 touched False steps 490
43:12 touched False steps 490
43:13 touched False steps 490
43:14 touched False steps 490
43:15 touched False steps 490
43:16 touched False steps 490
43:17 touched False steps 490
43:18 touched False steps 490
43:19 touched False steps 490
43:20 touched False steps 490
43:21 touched False steps 490
43:22 touched False steps 490
43:23 touched False steps 490
43:24 touched False steps 490
43:25 touched False steps 490
43:26 touched False steps 490
43:27 touched False steps 490
43:28 touched False steps 490
43:29 touched False steps 490
43:30 touched False steps 490
43:31 touched False steps 490
43:32 touched False steps 490
43:33 touched False steps 490
43:34 touched False steps 490
43:35 touched False steps 490
43:36 touched False steps 490
43:37 touched False steps 490
43:38 touched False steps 490
43:39 touched False steps 490
43:40 touched False steps 490
43:41 touched True steps 399
43:42 touched True steps 384
43:43 touched True steps 384
43:44 touched True steps 387
43:45 touched True steps 392
43:46 touched True steps 397
43:47 touched True steps 403
43:48 touched True steps 414
43:49 touched True steps 423
43:50 touched True steps 433
Revolution 44
44:0 touched True steps 440
44:1 touched True steps 448
44:2 touched True steps 456
44:3 touched True steps 462
44:4 touched True steps 469
44:5 touched True steps 477
44:6 touched True steps 481
44:7 touched True steps 487
44:8 touched False steps 490
44:9 touched False steps 490
44:10 touched False steps 490
44:11 touched False steps 490
44:12 touched False steps 490
44:13 touched False steps 490
44:14 touched False steps 490
44:15 touched False steps 490
44:16 touched False steps 490
44:17 touched False steps 490
44:18 touched False steps 490
44:19 touched False steps 490
44:20 touched False steps 490
44:21 touched False steps 490
44:22 touched False steps 490
44:23 touched False steps 490
44:24 touched False steps 490
44:25 touched False steps 490
44:26 touched False steps 490
44:27 touched False steps 490
44:28 touched False steps 490
44:29 touched False steps 490
44:30 touched False steps 490
44:31 touched False steps 490
44:32 touched False steps 490
44:33 touched False steps 490
44:34 touched False steps 490
44:35 touched False steps 490
44:36 touched False steps 490
44:37 touched False steps 490
44:38 touched False steps 490
44:39 touched False steps 490
44:40 touched False steps 490
44:41 touched True steps 395
44:42 touched True steps 392
44:43 touched True steps 388
44:44 touched True steps 389
44:45 touched True steps 396
44:46 touched True steps 398
44:47 touched True steps 406
44:48 touched True steps 414
44:49 touched True steps 425
44:50 touched True steps 435
Revolution 45
45:0 touched True steps 442
45:1 touched True steps 451
45:2 touched True steps 459
45:3 touched True steps 466
45:4 touched True steps 474
45:5 touched True steps 482
45:6 touched True steps 487
45:7 touched False steps 490
45:8 touched False steps 490
45:9 touched False steps 490
45:10 touched False steps 490
45:11 touched False steps 490
45:12 touched False steps 490
45:13 touched False steps 490
45:14 touched False steps 490
45:15 touched False steps 490
45:16 touched False steps 490
45:17 touched False steps 490
45:18 touched False steps 490
45:19 touched False steps 490
45:20 touched False steps 490
45:21 touched False steps 490
45:22 touched False steps 490
45:23 touched False steps 490
45:24 touched False steps 490
45:25 touched False steps 490
45:26 touched False steps 490
45:27 touched False steps 490
45:28 touched False steps 490
45:29 touched False steps 490
45:30 touched False steps 490
45:31 touched False steps 490
45:32 touched False steps 490
45:33 touched False steps 490
45:34 touched False steps 490
45:35 touched False steps 490
45:36 touched False steps 490
45:37 touched False steps 490
45:38 touched False steps 490
45:39 touched False steps 490
45:40 touched False steps 490
45:41 touched True steps 400
45:42 touched True steps 401
45:43 touched True steps 403
45:44 touched True steps 403
45:45 touched True steps 407
45:46 touched True steps 412
45:47 touched True steps 417
45:48 touched True steps 426
45:49 touched True steps 433
45:50 touched True steps 442
Revolution 46
46:0 touched True steps 448
46:1 touched True steps 455
46:2 touched True steps 462
46:3 touched True steps 468
46:4 touched True steps 477
46:5 touched True steps 483
46:6 touched False steps 490
46:7 touched False steps 490
46:8 touched False steps 490
46:9 touched False steps 490
46:10 touched False steps 490
46:11 touched False steps 490
46:12 touched False steps 490
46:13 touched False steps 490
46:14 touched False steps 490
46:15 touched False steps 490
46:16 touched False steps 490
46:17 touched False steps 490
46:18 touched False steps 490
46:19 touched False steps 490
46:20 touched False steps 490
46:21 touched False steps 490
46:22 touched False steps 490
46:23 touched False steps 490
46:24 touched False steps 490
46:25 touched False steps 490
46:26 touched False steps 490
46:27 touched False steps 490
46:28 touched False steps 490
46:29 touched False steps 490
46:30 touched False steps 490
46:31 touched False steps 490
46:32 touched False steps 490
46:33 touched False steps 490
46:34 touched False steps 490
46:35 touched False steps 490
46:36 touched False steps 490
46:37 touched False steps 490
46:38 touched False steps 490
46:39 touched False steps 490
46:40 touched False steps 490
46:41 touched False steps 490
46:42 touched True steps 394
46:43 touched True steps 394
46:44 touched True steps 399
46:45 touched True steps 405
46:46 touched True steps 416
46:47 touched False steps 490
46:48 touched False steps 490
46:49 touched False steps 490
46:50 touched False steps 490
Revolution 47
47:0 touched False steps 490
47:1 touched False steps 490
47:2 touched False steps 490
47:3 touched False steps 490
47:4 touched False steps 490
47:5 touched False steps 490
47:6 touched False steps 490
47:7 touched False steps 490
47:8 touched False steps 490
47:9 touched False steps 490
47:10 touched False steps 490
47:11 touched False steps 490
47:12 touched False steps 490
47:13 touched False steps 490
47:14 touched False steps 490
47:15 touched False steps 490
47:16 touched False steps 490
47:17 touched False steps 490
47:18 touched False steps 490
47:19 touched False steps 490
47:20 touched False steps 490
47:21 touched False steps 490
47:22 touched False steps 490
47:23 touched False steps 490
47:24 touched False steps 490
47:25 touched False steps 490
47:26 touched False steps 490
47:27 touched False steps 490
47:28 touched False steps 490
47:29 touched False steps 490
47:30 touched False steps 490
47:31 touched False steps 490
47:32 touched False steps 490
47:33 touched False steps 490
47:34 touched False steps 490
47:35 touched False steps 490
47:36 touched False steps 490
47:37 touched False steps 490
47:38 touched False steps 490
47:39 touched False steps 490
47:40 touched False steps 490
47:41 touched True steps 484
47:42 touched True steps 382
47:43 touched True steps 386
47:44 touched True steps 394
47:45 touched True steps 403
47:46 touched False steps 490
47:47 touched False steps 490
47:48 touched False steps 490
47:49 touched False steps 490
47:50 touched False steps 490
Revolution 48
48:0 touched False steps 490
48:1 touched False steps 490
48:2 touched False steps 490
48:3 touched False steps 490
48:4 touched False steps 490
48:5 touched False steps 490
48:6 touched False steps 490
48:7 touched False steps 490
48:8 touched False steps 490
48:9 touched False steps 490
48:10 touched False steps 490
48:11 touched False steps 490
48:12 touched False steps 490
48:13 touched False steps 490
48:14 touched False steps 490
48:15 touched False steps 490
48:16 touched False steps 490
48:17 touched False steps 490
48:18 touched False steps 490
48:19 touched False steps 490
48:20 touched False steps 490
48:21 touched False steps 490
48:22 touched False steps 490
48:23 touched False steps 490
48:24 touched False steps 490
48:25 touched False steps 490
48:26 touched False steps 490
48:27 touched False steps 490
48:28 touched False steps 490
48:29 touched False steps 490
48:30 touched False steps 490
48:31 touched False steps 490
48:32 touched False steps 490
48:33 touched False steps 490
48:34 touched False steps 490
48:35 touched False steps 490
48:36 touched False steps 490
48:37 touched False steps 490
48:38 touched False steps 490
48:39 touched False steps 490
48:40 touched False steps 490
48:41 touched True steps 384
48:42 touched True steps 386
48:43 touched True steps 391
48:44 touched True steps 397
48:45 touched True steps 410
48:46 touched False steps 490
48:47 touched False steps 490
48:48 touched False steps 490
48:49 touched False steps 490
48:50 touched False steps 490
Revolution 49
49:0 touched False steps 490
49:1 touched False steps 490
49:2 touched False steps 490
49:3 touched False steps 490
49:4 touched False steps 490
49:5 touched False steps 490
49:6 touched False steps 490
49:7 touched False steps 490
49:8 touched False steps 490
49:9 touched False steps 490
49:10 touched False steps 490
49:11 touched False steps 490
49:12 touched False steps 490
49:13 touched False steps 490
49:14 touched False steps 490
49:15 touched False steps 490
49:16 touched False steps 490
49:17 touched False steps 490
49:18 touched False steps 490
49:19 touched False steps 490
49:20 touched False steps 490
49:21 touched False steps 490
49:22 touched False steps 490
49:23 touched False steps 490
49:24 touched False steps 490
49:25 touched False steps 490
49:26 touched False steps 490
49:27 touched False steps 490
49:28 touched False steps 490
49:29 touched False steps 490
49:30 touched False steps 490
49:31 touched False steps 490
49:32 touched False steps 490
49:33 touched False steps 490
49:34 touched False steps 490
49:35 touched False steps 490
49:36 touched False steps 490
49:37 touched False steps 490
49:38 touched False steps 490
49:39 touched False steps 490
49:40 touched False steps 490
49:41 touched True steps 471
49:42 touched True steps 370
49:43 touched True steps 372
49:44 touched True steps 378
49:45 touched False steps 490
49:46 touched False steps 490
49:47 touched False steps 490
49:48 touched False steps 490
49:49 touched False steps 490
49:50 touched False steps 490
Revolution 50
50:0 touched False steps 490
50:1 touched False steps 490
50:2 touched False steps 490
50:3 touched False steps 490
50:4 touched False steps 490
50:5 touched False steps 490
50:6 touched False steps 490
50:7 touched False steps 490
50:8 touched False steps 490
50:9 touched False steps 490
50:10 touched False steps 490
50:11 touched False steps 490
50:12 touched False steps 490
50:13 touched False steps 490
50:14 touched False steps 490
50:15 touched False steps 490
50:16 touched False steps 490
50:17 touched False steps 490
50:18 touched False steps 490
50:19 touched False steps 490
50:20 touched False steps 490
50:21 touched False steps 490
50:22 touched False steps 490
50:23 touched False steps 490
50:24 touched False steps 490
50:25 touched False steps 490
50:26 touched False steps 490
50:27 touched False steps 490
50:28 touched False steps 490
50:29 touched False steps 490
50:30 touched False steps 490
50:31 touched False steps 490
50:32 touched False steps 490
50:33 touched False steps 490
50:34 touched False steps 490
50:35 touched False steps 490
50:36 touched False steps 490
50:37 touched False steps 490
50:38 touched False steps 490
50:39 touched False steps 490
50:40 touched False steps 490
50:41 touched True steps 457
50:42 touched True steps 362
50:43 touched True steps 366
50:44 touched False steps 490
50:45 touched False steps 490
50:46 touched False steps 490
50:47 touched False steps 490
50:48 touched False steps 490
50:49 touched False steps 490
50:50 touched False steps 490
Revolution 51
51:0 touched False steps 490
51:1 touched False steps 490
51:2 touched False steps 490
51:3 touched False steps 490
51:4 touched False steps 490
51:5 touched False steps 490
51:6 touched False steps 490
51:7 touched False steps 490
51:8 touched False steps 490
51:9 touched False steps 490
51:10 touched False steps 490
51:11 touched False steps 490
51:12 touched False steps 490
51:13 touched False steps 490
51:14 touched False steps 490
51:15 touched False steps 490
51:16 touched False steps 490
51:17 touched False steps 490
51:18 touched False steps 490
51:19 touched False steps 490
51:20 touched False steps 490
51:21 touched False steps 490
51:22 touched False steps 490
51:23 touched False steps 490
51:24 touched False steps 490
51:25 touched False steps 490
51:26 touched False steps 490
51:27 touched False steps 490
51:28 touched False steps 490
51:29 touched False steps 490
51:30 touched False steps 490
51:31 touched False steps 490
51:32 touched False steps 490
51:33 touched False steps 490
51:34 touched False steps 490
51:35 touched False steps 490
51:36 touched False steps 490
51:37 touched False steps 490
51:38 touched False steps 490
51:39 touched False steps 490
51:40 touched False steps 490
51:41 touched True steps 459
51:42 touched True steps 359
51:43 touched True steps 365
51:44 touched False steps 490
51:45 touched False steps 490
51:46 touched False steps 490
51:47 touched False steps 490
51:48 touched False steps 490
51:49 touched False steps 490
51:50 touched False steps 490
Revolution 52
52:0 touched False steps 490
52:1 touched False steps 490
52:2 touched False steps 490
52:3 touched False steps 490
52:4 touched False steps 490
52:5 touched False steps 490
52:6 touched False steps 490
52:7 touched False steps 490
52:8 touched False steps 490
52:9 touched False steps 490
52:10 touched False steps 490
52:11 touched False steps 490
52:12 touched False steps 490
52:13 touched False steps 490
52:14 touched False steps 490
52:15 touched False steps 490
52:16 touched False steps 490
52:17 touched False steps 490
52:18 touched False steps 490
52:19 touched False steps 490
52:20 touched False steps 490
52:21 touched False steps 490
52:22 touched False steps 490
52:23 touched False steps 490
52:24 touched False steps 490
52:25 touched False steps 490
52:26 touched False steps 490
52:27 touched False steps 490
52:28 touched False steps 490
52:29 touched False steps 490
52:30 touched False steps 490
52:31 touched False steps 490
52:32 touched False steps 490
52:33 touched False steps 490
52:34 touched False steps 490
52:35 touched False steps 490
52:36 touched False steps 490
52:37 touched False steps 490
52:38 touched False steps 490
52:39 touched False steps 490
52:40 touched False steps 490
52:41 touched True steps 349
52:42 touched True steps 367
52:43 touched False steps 490
52:44 touched False steps 490
52:45 touched False steps 490
52:46 touched False steps 490
52:47 touched False steps 490
52:48 touched False steps 490
52:49 touched False steps 490
52:50 touched False steps 490
Revolution 53
53:0 touched False steps 490
53:1 touched False steps 490
53:2 touched False steps 490
53:3 touched False steps 490
53:4 touched False steps 490
53:5 touched False steps 490
53:6 touched False steps 490
53:7 touched False steps 490
53:8 touched False steps 490
53:9 touched False steps 490
53:10 touched False steps 490
53:11 touched False steps 490
53:12 touched False steps 490
53:13 touched False steps 490
53:14 touched False steps 490
53:15 touched False steps 490
53:16 touched False steps 490
53:17 touched False steps 490
53:18 touched False steps 490
53:19 touched False steps 490
53:20 touched False steps 490
53:21 touched False steps 490
53:22 touched False steps 490
53:23 touched False steps 490
53:24 touched False steps 490
53:25 touched False steps 490
53:26 touched False steps 490
53:27 touched False steps 490
53:28 touched False steps 490
53:29 touched False steps 490
53:30 touched False steps 490
53:31 touched False steps 490
53:32 touched False steps 490
53:33 touched False steps 490
53:34 touched False steps 490
53:35 touched False steps 490
53:36 touched False steps 490
53:37 touched False steps 490
53:38 touched False steps 490
53:39 touched False steps 490
53:40 touched False steps 490
53:41 touched False steps 490
53:42 touched False steps 490
53:43 touched False steps 490
53:44 touched False steps 490
53:45 touched False steps 490
53:46 touched False steps 490
53:47 touched False steps 490
53:48 touched False steps 490
53:49 touched False steps 490
53:50 touched False steps 490
